Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code,Purchase Unit Code,Cost,Price,Alert Quantity,Tax Rate,Tax Method,Image,Sub category Code,Product Variants,Product Custom Field 1,Product Custom Field 2,Product Custom Field 3,Product Custom Field 4,Product Custom Field 5,Product Custom Field 6,Quantity
3EX1,3EX-1,code128,B PLUS,3EX,PCS,PCS,PCS,1300,1300,10,,Inclusive,2a0f01d195eeda2523cb8b3ae6e4fc58.png,,,,,,,,,0
3EX2,3EX-2,code128,B PLUS,3EX,PCS,PCS,PCS,1400,1400,10,,Inclusive,9dd810a940f8164f40d0c3860afd113c.png,,,,,,,,,0
3EX3,3EX-3,code128,B PLUS,3EX,PCS,PCS,PCS,1500,1500,10,,Inclusive,a0efbe6b654f0146a9f0fa12ae30844c.png,,,,,,,,,0
3EX4,3EX-4,code128,B PLUS,3EX,PCS,PCS,PCS,1600,1600,10,,Inclusive,c6348b7b7e92d6d1d6000fcc9661d5f2.png,,,,,,,,,0
3EX5,3EX-5,code128,B PLUS,3EX,PCS,PCS,PCS,1800,1800,10,,Inclusive,9dd810a940f8164f40d0c3860afd113c.png,,,,,,,,,0
3EX6,3EX-6,code128,B PLUS,3EX,PCS,PCS,PCS,1900,1900,10,,Inclusive,a0efbe6b654f0146a9f0fa12ae30844c.png,,,,,,,,,0
3EX7,3EX-7,code128,B PLUS,3EX,PCS,PCS,PCS,2200,2200,10,,Inclusive,c6348b7b7e92d6d1d6000fcc9661d5f2.png,,,,,,,,,0
3EXA.1,3EXA-1,code128,B PLUS,3EXA,PCS,PCS,PCS,2500,2500,10,,Inclusive,15ab835bdffa11bb7a94440524fb1d7a.png,,,,,,,,,0
3EXA.2,3EXA-2,code128,B PLUS,3EXA,PCS,PCS,PCS,2750,2750,10,,Inclusive,eec59dc239cf646cbc2a4fcdc7a4876b.png,,,,,,,,,0
3PCS,3PCS,code128,B PLUS,3PCS,PCS,PCS,PCS,1000,1000,10,,Inclusive,9aa0dc623ee887d9802a98b4c1ad4759.png,,,,,,,,,0
A.M,AM,code128,B PLUS,A.M,PCS,PCS,PCS,1600,1600,10,,Inclusive,69da238639db87548eba8e7e42f6d38a.png,,,,,,,,,0
B.P,BP,code128,B PLUS,B.P,PCS,PCS,PCS,800,800,10,,Inclusive,5ff17b67482fc5d1b8f4987e91b22e3f.png,,,,,,,,,0
LUNGI-A,LUNGI-A,code128,B PLUS,LUNGI,PCS,PCS,PCS,300,300,1,,Inclusive,2637cc97f506d3d4184eeaab9a445786.png,,,,,,,,,0
LUNGI-B,LUNGI-B,code128,B PLUS,LUNGI,PCS,PCS,PCS,350,350,1,,Inclusive,5e4b06f6dd0ba5fbe22efe0574ce7352.png,,,,,,,,,0
LUNGI-C,LUNGI-C,code128,B PLUS,LUNGI,PCS,PCS,PCS,400,400,1,,Inclusive,1d34cc930916642aa5d0dbda0b2cf9ea.png,,,,,,,,,0
LUNGI-D,LUNGI-D,code128,B PLUS,LUNGI,PCS,PCS,PCS,450,450,1,,Inclusive,24b273447c2a34b164796e1e9e71cafc.png,,,,,,,,,0
LUNGI-E,LUNGI-E,code128,B PLUS,LUNGI,PCS,PCS,PCS,500,500,1,,Inclusive,971332dde3e910edd2de5b4fe5878d04.png,,,,,,,,,0
LUNGI-F,LUNGI-F,code128,B PLUS,LUNGI,PCS,PCS,PCS,550,550,1,,Inclusive,0b90e35fda2be8d48f2487833a0338fe.png,,,,,,,,,0
LUNGI-G,LUNGI-G,code128,B PLUS,LUNGI,PCS,PCS,PCS,600,600,1,,Inclusive,289b7fbfd5d8eb0e8309d214257aa6a8.png,,,,,,,,,0
LUNGI-H,LUNGI-H,code128,B PLUS,LUNGI,PCS,PCS,PCS,650,650,1,,Inclusive,4d29c2e017254b210b8a8af2d19cc08a.png,,,,,,,,,0
LUNGI-I,LUNGI-I,code128,B PLUS,LUNGI,PCS,PCS,PCS,700,700,1,,Inclusive,8e0d061dc686b5f02de35985844398b9.png,,,,,,,,,0
LUNGI-J,LUNGI-J,code128,B PLUS,LUNGI,PCS,PCS,PCS,750,750,1,,Inclusive,cbcdd998416becd068db84b83eb8c8f8.png,,,,,,,,,0
LUNGI-K,LUNGI-K,code128,B PLUS,LUNGI,PCS,PCS,PCS,800,800,1,,Inclusive,bd9d83fea38bc1373afcf9a1a69328a3.png,,,,,,,,,0
LUNGI-L,LUNGI-L,code128,B PLUS,LUNGI,PCS,PCS,PCS,850,850,1,,Inclusive,1311ca7edff7dc5e00c5bca1b09ddcbc.png,,,,,,,,,0
LUNGI-M,LUNGI-M,code128,B PLUS,LUNGI,PCS,PCS,PCS,900,900,1,,Inclusive,a773cfcf3aa061d1459bcf1c6d9b2dd2.png,,,,,,,,,0
LUNGI-N,LUNGI-N,code128,B PLUS,LUNGI,PCS,PCS,PCS,950,950,1,,Inclusive,d13f10f85e3c6d17b139658aa351cc1d.png,,,,,,,,,0
LUNGI-O,LUNGI-O,code128,B PLUS,LUNGI,PCS,PCS,PCS,1000,1000,1,,Inclusive,1905efa9d1596b6f45fd2c204ecc95cd.png,,,,,,,,,0
LUNGI-P,LUNGI-P,code128,B PLUS,LUNGI,PCS,PCS,PCS,1050,1050,1,,Inclusive,4340f196a80590cd3fa19df459cef73d.png,,,,,,,,,0
LUNGI-Q,LUNGI-Q,code128,B PLUS,LUNGI,PCS,PCS,PCS,1100,1100,1,,Inclusive,68f331ac89fba9aa32b092d9a4e51fcc.png,,,,,,,,,0
LUNGI-R,LUNGI-R,code128,B PLUS,LUNGI,PCS,PCS,PCS,1150,1150,1,,Inclusive,3a1ce248b44ef5ccdc04f21d0ad3a3e5.png,,,,,,,,,0
LUNGI-S,LUNGI-S,code128,B PLUS,LUNGI,PCS,PCS,PCS,1200,1200,1,,Inclusive,12f60614b94439a5753f7a97b5a69bce.png,,,,,,,,,0
LUNGI-T,LUNGI-T,code128,B PLUS,LUNGI,PCS,PCS,PCS,1250,1250,1,,Inclusive,7acdfecd6c72e86e929d6b1a7a9152b5.png,,,,,,,,,0
LUNGI-U,LUNGI-U,code128,B PLUS,LUNGI,PCS,PCS,PCS,1300,1300,1,,Inclusive,67acabb11c6110a2a5a73fc6861fc454.png,,,,,,,,,0
LUNGI-V,LUNGI-V,code128,B PLUS,LUNGI,PCS,PCS,PCS,1350,1350,1,,Inclusive,9af3a0f66c1c436762a64154896a25c2.png,,,,,,,,,0
LUNGI-W,LUNGI-W,code128,B PLUS,LUNGI,PCS,PCS,PCS,1400,1400,1,,Inclusive,956bbd63e1c567fa341d2d2c345a15a0.png,,,,,,,,,0
LUNGI-X,LUNGI-X,code128,B PLUS,LUNGI,PCS,PCS,PCS,1450,1450,1,,Inclusive,cf93b5265071cb1be45d57bcde32a95c.png,,,,,,,,,0
LUNGI-Y,LUNGI-Y,code128,B PLUS,LUNGI,PCS,PCS,PCS,1500,1500,1,,Inclusive,f2d06f34f1f969d4a484e472f4d3b3cc.png,,,,,,,,,0
LUNGI-Z,LUNGI-Z,code128,B PLUS,LUNGI,PCS,PCS,PCS,1550,1550,1,,Inclusive,01e95db6ba84f88c0ab85355de52ca63.png,,,,,,,,,0
LUNGI-ZA,LUNGI-ZA,code128,B PLUS,LUNGI,PCS,PCS,PCS,1600,1600,1,,Inclusive,cd7892cf5856082e86766551b85e1d56.png,,,,,,,,,0
LUNGI-ZB,LUNGI-ZB,code128,B PLUS,LUNGI,PCS,PCS,PCS,1650,1650,1,,Inclusive,41fe13c9ac754ce74b6e9a5674cb8f13.png,,,,,,,,,0
LUNGI-ZC,LUNGI-ZC,code128,B PLUS,LUNGI,PCS,PCS,PCS,1700,1700,1,,Inclusive,c270d07532e7a068310da5dd45702684.png,,,,,,,,,0
LUNGI-ZD,LUNGI-ZD,code128,B PLUS,LUNGI,PCS,PCS,PCS,1750,1750,1,,Inclusive,8ac447782bb23033e0408f1c7a54a850.png,,,,,,,,,0
LUNGI-ZE,LUNGI-ZE,code128,B PLUS,LUNGI,PCS,PCS,PCS,1800,1800,1,,Inclusive,dc0d0c4f66ee5ee5fb8f52ca26ccbd4d.png,,,,,,,,,0
LUNGI-ZF,LUNGI-ZF,code128,B PLUS,LUNGI,PCS,PCS,PCS,1850,1850,1,,Inclusive,61651888092cb0db03f2eacf6dbbea2b.png,,,,,,,,,0
LUNGI-ZG,LUNGI-ZG,code128,B PLUS,LUNGI,PCS,PCS,PCS,1900,1900,1,,Inclusive,b7d758cee35d1abfba20361a62bfb04a.png,,,,,,,,,0
LUNGI-ZH,LUNGI-ZH,code128,B PLUS,LUNGI,PCS,PCS,PCS,1950,1950,1,,Inclusive,2caf585ee0f69c071b701e244ce27375.png,,,,,,,,,0
LUNGI-ZI,LUNGI-ZI,code128,B PLUS,LUNGI,PCS,PCS,PCS,2000,2000,1,,Inclusive,21577c0cfa21ff2182911f35b7755839.png,,,,,,,,,0
LUNGI-ZJ,LUNGI-ZJ,code128,B PLUS,LUNGI,PCS,PCS,PCS,2050,2050,1,,Inclusive,c8b685ec192a536a45082e4d5cd04b36.png,,,,,,,,,0
S.P,SP,code128,B PLUS,S.P,PCS,PCS,PCS,900,900,10,,Inclusive,bfc6a776d51a3accc12ee324d46b3289.png,,,,,,,,,0
TAT-10050,TAT-10050,code128,B PLUS,TAT,PCS,PCS,PCS,10050,10050,1,,Inclusive,1174d289b37e7eb5cb8ef875281c55e9.png,,,,,,,,,0
TAT-10150,TAT-10150,code128,B PLUS,TAT,PCS,PCS,PCS,10150,10150,1,,Inclusive,4a1ee3a074d5fad4488b04a96656d9b9.png,,,,,,,,,0
TAT-10250,TAT-10250,code128,B PLUS,TAT,PCS,PCS,PCS,10250,10250,1,,Inclusive,ec8bc2d570902c571a65e6cda08f1eba.png,,,,,,,,,0
TAT-10350,TAT-10350,code128,B PLUS,TAT,PCS,PCS,PCS,10350,10350,1,,Inclusive,48cf1662de0086bc89698b231bc4cbd9.png,,,,,,,,,0
TAT-10450,TAT-10450,code128,B PLUS,TAT,PCS,PCS,PCS,10450,10450,1,,Inclusive,0d5380f70ce945d4dfe40589f0e761eb.png,,,,,,,,,0
TAT-1050,TAT-1050,code128,B PLUS,TAT,PCS,PCS,PCS,1050,1050,10,,Inclusive,0d63dfabbedc1d61c635dd8f8ebdfcea.png,,,,,,,,,0
TAT-10550,TAT-10550,code128,B PLUS,TAT,PCS,PCS,PCS,10550,10550,1,,Inclusive,c4f58553b81afcb4ce0cc8708197774c.png,,,,,,,,,0
TAT-10650,TAT-10650,code128,B PLUS,TAT,PCS,PCS,PCS,10650,10650,1,,Inclusive,75cf00dd1fa2bda04205d9e2be937cf2.png,,,,,,,,,0
TAT-10750,TAT-10750,code128,B PLUS,TAT,PCS,PCS,PCS,10750,10750,1,,Inclusive,397dc509af19cf9a38823026fb6d9630.png,,,,,,,,,0
TAT-10850,TAT-10850,code128,B PLUS,TAT,PCS,PCS,PCS,10850,10850,1,,Inclusive,76396b0ff351f26529b5833f83ad159f.png,,,,,,,,,0
TAT-10950,TAT-10950,code128,B PLUS,TAT,PCS,PCS,PCS,10950,10950,1,,Inclusive,b79c5d43095d8de5f54c7ca075036e69.png,,,,,,,,,0
TAT-11050,TAT-11050,code128,B PLUS,TAT,PCS,PCS,PCS,11050,11050,1,,Inclusive,b3b95fa472f5c381cd2161d69ea17484.png,,,,,,,,,0
TAT-11150,TAT-11150,code128,B PLUS,TAT,PCS,PCS,PCS,11150,11150,1,,Inclusive,48d39d4aa2b882ce45be0751dd609c72.png,,,,,,,,,0
TAT-11250,TAT-11250,code128,B PLUS,TAT,PCS,PCS,PCS,11250,11250,1,,Inclusive,fae8b273f8938d8c7f254ba4c5894653.png,,,,,,,,,0
TAT-11350,TAT-11350,code128,B PLUS,TAT,PCS,PCS,PCS,11350,11350,1,,Inclusive,8a1b71f31e8bab4a3adaa314c0736ead.png,,,,,,,,,0
TAT-11450,TAT-11450,code128,B PLUS,TAT,PCS,PCS,PCS,11450,11450,1,,Inclusive,45e6c886def73f3399f22313b1cee275.png,,,,,,,,,0
TAT-1150,TAT-1150,code128,B PLUS,TAT,PCS,PCS,PCS,1150,1150,10,,Inclusive,82de2d5a3fd3b0aa241b1a6bc7ee3862.png,,,,,,,,,0
TAT-11550,TAT-11550,code128,B PLUS,TAT,PCS,PCS,PCS,11550,11550,1,,Inclusive,4589dc328ef4a24762cc4fc523ff652a.png,,,,,,,,,0
TAT-11650,TAT-11650,code128,B PLUS,TAT,PCS,PCS,PCS,11650,11650,1,,Inclusive,66518e06e129bfcd83fb221f426bf118.png,,,,,,,,,0
TAT-11750,TAT-11750,code128,B PLUS,TAT,PCS,PCS,PCS,11750,11750,1,,Inclusive,2ff48d42e7a0ce9320f912282e2e22eb.png,,,,,,,,,0
TAT-11850,TAT-11850,code128,B PLUS,TAT,PCS,PCS,PCS,11850,11850,1,,Inclusive,6a0d3682e9e67b4d82c219777c7f6692.png,,,,,,,,,0
TAT-11950,TAT-11950,code128,B PLUS,TAT,PCS,PCS,PCS,11950,11950,1,,Inclusive,be4236af4bc84c064c1ea1fb6c574ad1.png,,,,,,,,,0
TAT-12050,TAT-12050,code128,B PLUS,TAT,PCS,PCS,PCS,12050,12050,1,,Inclusive,7c9ddb0d9a8b20ee88d358d4fae88041.png,,,,,,,,,0
TAT-12150,TAT-12150,code128,B PLUS,TAT,PCS,PCS,PCS,12150,12150,1,,Inclusive,725df10741dde1edf216b2b92426e1ee.png,,,,,,,,,0
TAT-12250,TAT-12250,code128,B PLUS,TAT,PCS,PCS,PCS,12250,12250,1,,Inclusive,1a58824f2cf5b0edecc6ec7dde3d4c3f.png,,,,,,,,,0
TAT-12350,TAT-12350,code128,B PLUS,TAT,PCS,PCS,PCS,12350,12350,1,,Inclusive,5d49e23da945332d9b18338e7972dd20.png,,,,,,,,,0
TAT-12450,TAT-12450,code128,B PLUS,TAT,PCS,PCS,PCS,12450,12450,1,,Inclusive,23cd83647527204b0f167c191672f1ad.png,,,,,,,,,0
TAT-1250,TAT-1250,code128,B PLUS,TAT,PCS,PCS,PCS,1250,1250,10,,Inclusive,7ae573b7fd182cf2af48e67df572908e.png,,,,,,,,,0
TAT-12550,TAT-12550,code128,B PLUS,TAT,PCS,PCS,PCS,12550,12550,1,,Inclusive,8129fee736ac7a220ab5c60f7afd547e.png,,,,,,,,,0
TAT-12650,TAT-12650,code128,B PLUS,TAT,PCS,PCS,PCS,12650,12650,1,,Inclusive,1e7155057ab4816a2bc906ff604b925d.png,,,,,,,,,0
TAT-12750,TAT-12750,code128,B PLUS,TAT,PCS,PCS,PCS,12750,12750,1,,Inclusive,1c62a75af8abe1d5f2c85b6134224970.png,,,,,,,,,0
TAT-12850,TAT-12850,code128,B PLUS,TAT,PCS,PCS,PCS,12850,12850,1,,Inclusive,40e0f6b40de5fad2108c9de9758350fd.png,,,,,,,,,0
TAT-12950,TAT-12950,code128,B PLUS,TAT,PCS,PCS,PCS,12950,12950,1,,Inclusive,2f9aa5de211568eb4c495a1a192e8e60.png,,,,,,,,,0
TAT-13050,TAT-13050,code128,B PLUS,TAT,PCS,PCS,PCS,13050,13050,1,,Inclusive,b2db3e6ba617d2c96a37868c40e53b02.png,,,,,,,,,0
TAT-13150,TAT-13150,code128,B PLUS,TAT,PCS,PCS,PCS,13150,13150,1,,Inclusive,33e7137f812e9afbc40ad32cd4a65448.png,,,,,,,,,0
TAT-13250,TAT-13250,code128,B PLUS,TAT,PCS,PCS,PCS,13250,13250,1,,Inclusive,d566732cac18e1633cbef5f6e2ef5c33.png,,,,,,,,,0
TAT-13350,TAT-13350,code128,B PLUS,TAT,PCS,PCS,PCS,13350,13350,1,,Inclusive,a8b8121cadb3318840bc5e79cbca7b40.png,,,,,,,,,0
TAT-13450,TAT-13450,code128,B PLUS,TAT,PCS,PCS,PCS,13450,13450,1,,Inclusive,5461027de5f328595864fc1fab46acf3.png,,,,,,,,,0
TAT-1350,TAT-1350,code128,B PLUS,TAT,PCS,PCS,PCS,1350,1350,10,,Inclusive,bb7621f60873a3e3c24a9508dfa30736.png,,,,,,,,,0
TAT-13550,TAT-13550,code128,B PLUS,TAT,PCS,PCS,PCS,13550,13550,1,,Inclusive,0dbd6212a92b91f3deb1fce9122675dc.png,,,,,,,,,0
TAT-13650,TAT-13650,code128,B PLUS,TAT,PCS,PCS,PCS,13650,13650,1,,Inclusive,c7872300c0f43cd5d60611c086fcac5f.png,,,,,,,,,0
TAT-13750,TAT-13750,code128,B PLUS,TAT,PCS,PCS,PCS,13750,13750,1,,Inclusive,7d4d6d60d0b047c9d0f7fa0b87dd6d29.png,,,,,,,,,0
TAT-13850,TAT-13850,code128,B PLUS,TAT,PCS,PCS,PCS,13850,13850,1,,Inclusive,882f89d7af3e3f207ce458c26338ebce.png,,,,,,,,,0
TAT-13950,TAT-13950,code128,B PLUS,TAT,PCS,PCS,PCS,13950,13950,1,,Inclusive,3efe5bb6b3c08b39107c9267d495b421.png,,,,,,,,,0
TAT-14050,TAT-14050,code128,B PLUS,TAT,PCS,PCS,PCS,14050,14050,1,,Inclusive,63a0d33920d29c4d85f9fad707363d9f.png,,,,,,,,,0
TAT-14150,TAT-14150,code128,B PLUS,TAT,PCS,PCS,PCS,14150,14150,1,,Inclusive,5a47bb02353ffd291d839d8414a8f8ab.png,,,,,,,,,0
TAT-14250,TAT-14250 ,code128,B PLUS,TAT,PCS,PCS,PCS,14250,14250,1,,Inclusive,be4b6dd7ac7fc609336fc8686e1cdf68.png,,,,,,,,,0
TAT-14350,TAT-14350,code128,B PLUS,TAT,PCS,PCS,PCS,14350,14350,1,,Inclusive,f4ea0db56a59b0010e570f1964365ed2.png,,,,,,,,,0
TAT-14450,TAT-14450,code128,B PLUS,TAT,PCS,PCS,PCS,14450,14450,1,,Inclusive,c1592434084423836115467e692c30a7.png,,,,,,,,,0
TAT-1450,TAT-1450,code128,B PLUS,TAT,PCS,PCS,PCS,1450,1450,10,,Inclusive,6fbdc44c3e7accc9f79ad1c7a3eb636b.png,,,,,,,,,0
TAT-14550,TAT-14550,code128,B PLUS,TAT,PCS,PCS,PCS,14550,14550,1,,Inclusive,6b680195201c8249f5de7e2c6f12ff7a.png,,,,,,,,,0
TAT-14650,TAT-14650,code128,B PLUS,TAT,PCS,PCS,PCS,14650,14650,1,,Inclusive,c2f6578c7bd75043d5210018bb815513.png,,,,,,,,,0
TAT-14750,TAT-14750,code128,B PLUS,TAT,PCS,PCS,PCS,14750,14750,1,,Inclusive,5435d09069858992349f6ec67d5703cd.png,,,,,,,,,0
TAT-14850,TAT-14850,code128,B PLUS,TAT,PCS,PCS,PCS,14850,14850,1,,Inclusive,fb40b08c3e2ca07d7d606fed4a0316c8.png,,,,,,,,,0
TAT-14950,TAT-14950,code128,B PLUS,TAT,PCS,PCS,PCS,14950,14950,1,,Inclusive,381060ba30a19bcb21985b72df7ce188.png,,,,,,,,,0
TAT-15050,TAT-15050,code128,B PLUS,TAT,PCS,PCS,PCS,15050,15050,1,,Inclusive,e1c63ff3b2298679057155f5eb561c42.png,,,,,,,,,0
TAT-15150,TAT-15150,code128,B PLUS,TAT,PCS,PCS,PCS,15150,15150,1,,Inclusive,1b9fbdf0764b720431fe9f04964f65e1.png,,,,,,,,,0
TAT-15250,TAT-15250,code128,B PLUS,TAT,PCS,PCS,PCS,15250,15250,1,,Inclusive,38a90d97f63901350fb76a7acd27cf5d.png,,,,,,,,,0
TAT-15350,TAT-15350,code128,B PLUS,TAT,PCS,PCS,PCS,15350,15350,1,,Inclusive,9b058ff825d280b4da59614e03336c63.png,,,,,,,,,0
TAT-15450,TAT-15450,code128,B PLUS,TAT,PCS,PCS,PCS,15450,15450,1,,Inclusive,c97475cd023cfe2cc083304bc1a23456.png,,,,,,,,,0
TAT-1550,TAT-1550,code128,B PLUS,TAT,PCS,PCS,PCS,1550,1550,10,,Inclusive,35907f53c964c5324682c96fdcd8dd94.png,,,,,,,,,0
TAT-15550,TAT-15550,code128,B PLUS,TAT,PCS,PCS,PCS,15550,15550,1,,Inclusive,a9b4d78211b547222aad501b88e2a6f2.png,,,,,,,,,0
TAT-15650,TAT-15650,code128,B PLUS,TAT,PCS,PCS,PCS,15650,15650,1,,Inclusive,c667feff3066dc13788495df5b61f963.png,,,,,,,,,0
TAT-15750,TAT-15750,code128,B PLUS,TAT,PCS,PCS,PCS,15750,15750,1,,Inclusive,efe1e9011b4a1ca9c74eb5b8ad8740d2.png,,,,,,,,,0
TAT-15850,TAT-15850,code128,B PLUS,TAT,PCS,PCS,PCS,15850,15850,1,,Inclusive,15baa5afc156b560e8ad69837c0da5cb.png,,,,,,,,,0
TAT-15950,TAT-15950,code128,B PLUS,TAT,PCS,PCS,PCS,15950,15950,1,,Inclusive,01a765c8d83585334396b35abd593d54.png,,,,,,,,,0
TAT-16050,TAT-16050,code128,B PLUS,TAT,PCS,PCS,PCS,16050,16050,1,,Inclusive,f22d2f358dfaedbd5891718e15b38f33.png,,,,,,,,,0
TAT-16150,TAT-16150,code128,B PLUS,TAT,PCS,PCS,PCS,16150,16150,1,,Inclusive,2c3f5081e3f95571dc381abd0778414c.png,,,,,,,,,0
TAT-16250,TAT-16250,code128,B PLUS,TAT,PCS,PCS,PCS,16250,16250,1,,Inclusive,f16384d678191c071afa202b79a8ffcc.png,,,,,,,,,0
TAT-16350,TAT-16350,code128,B PLUS,TAT,PCS,PCS,PCS,16350,16350,1,,Inclusive,13fcab1d50590beef5afb22cbf17e6a5.png,,,,,,,,,0
TAT-16450,TAT-16450,code128,B PLUS,TAT,PCS,PCS,PCS,16450,16450,1,,Inclusive,436e3cb6db8cbbbc27434e5f8292f5ee.png,,,,,,,,,0
TAT-1650,TAT-1650,code128,B PLUS,TAT,PCS,PCS,PCS,1650,1650,10,,Inclusive,398abaf8e4c0b3311cad5338586a402c.png,,,,,,,,,0
TAT-16550,TAT-16550,code128,B PLUS,TAT,PCS,PCS,PCS,16550,16550,1,,Inclusive,924734050fd060819736d871c2964d2f.png,,,,,,,,,0
TAT-16650,TAT-16650,code128,B PLUS,TAT,PCS,PCS,PCS,16650,16650,1,,Inclusive,d5da34ca03894aae9b5c1a888870b556.png,,,,,,,,,0
TAT-16750,TAT-16750,code128,B PLUS,TAT,PCS,PCS,PCS,16750,16750,1,,Inclusive,1d587a095dbb5de48382895cdc9b71c1.png,,,,,,,,,0
TAT-16850,TAT-16850,code128,B PLUS,TAT,PCS,PCS,PCS,16850,16850,1,,Inclusive,515f821003d6c31396eaaf5efe35c900.png,,,,,,,,,0
TAT-16950,TAT-16950,code128,B PLUS,TAT,PCS,PCS,PCS,16950,16950,1,,Inclusive,cffc35bd27721b12e94391dc9a6b0ab6.png,,,,,,,,,0
TAT-17050,TAT-17050,code128,B PLUS,TAT,PCS,PCS,PCS,17050,17050,1,,Inclusive,9e3018339aa1cfe1d5506851330d2249.png,,,,,,,,,0
TAT-17150,TAT-17150,code128,B PLUS,TAT,PCS,PCS,PCS,17150,17150,1,,Inclusive,d3d58959a5de867c607bda24c2706de0.png,,,,,,,,,0
TAT-17250,TAT-17250,code128,B PLUS,TAT,PCS,PCS,PCS,17250,17250,1,,Inclusive,f6860aacd80dc57deecafd0c88928c69.png,,,,,,,,,0
TAT-17350,TAT-17350,code128,B PLUS,TAT,PCS,PCS,PCS,17350,17350,1,,Inclusive,3a6e30a79f179e0b3d16712415932979.png,,,,,,,,,0
TAT-17450,TAT-17450,code128,B PLUS,TAT,PCS,PCS,PCS,17450,17450,1,,Inclusive,91979c6c39e46cd4b8bc1113547ab459.png,,,,,,,,,0
TAT-1750,TAT-1750,code128,B PLUS,TAT,PCS,PCS,PCS,1750,1750,10,,Inclusive,96a22c23f34bf73c007da52aee2441a7.png,,,,,,,,,0
TAT-17550,TAT-17550,code128,B PLUS,TAT,PCS,PCS,PCS,17550,17550,1,,Inclusive,5a2e35ac9ee4cc22c4d8154d473862bf.png,,,,,,,,,0
TAT-17650,TAT-17650,code128,B PLUS,TAT,PCS,PCS,PCS,17650,17650,1,,Inclusive,80a562d7a37b122a088a9cd8318dcfa1.png,,,,,,,,,0
TAT-17750,TAT-17750,code128,B PLUS,TAT,PCS,PCS,PCS,17750,17750,1,,Inclusive,2caa54ce05735832ea2deb727eb36a8f.png,,,,,,,,,0
TAT-17850,TAT-17850,code128,B PLUS,TAT,PCS,PCS,PCS,17850,17850,1,,Inclusive,1a0d2e126ac1a3b50344d93d8e7e51d9.png,,,,,,,,,0
TAT-17950,TAT-17950,code128,B PLUS,TAT,PCS,PCS,PCS,17950,17950,1,,Inclusive,76747d40e584e93a6d5a7e25b7542a80.png,,,,,,,,,0
TAT-18050,TAT-18050,code128,B PLUS,TAT,PCS,PCS,PCS,18050,18050,1,,Inclusive,14eb85a4f4acf3048d5277d514dfb17d.png,,,,,,,,,0
TAT-18150,TAT-18150,code128,B PLUS,TAT,PCS,PCS,PCS,18150,18150,1,,Inclusive,cb4ed868c15653694e1b80277397a84a.png,,,,,,,,,0
TAT-18250,TAT-18250,code128,B PLUS,TAT,PCS,PCS,PCS,18250,18250,1,,Inclusive,d94e7d87a492bcaada6a3c0ea025163d.png,,,,,,,,,0
TAT-18350,TAT-18350,code128,B PLUS,TAT,PCS,PCS,PCS,18350,18350,1,,Inclusive,d250e8f7f74af0c8d52b94912a763fe9.png,,,,,,,,,0
TAT-18450,TAT-18450,code128,B PLUS,TAT,PCS,PCS,PCS,18450,18450,1,,Inclusive,cdf26586c98cc6f65aa0d61dc6717c1a.png,,,,,,,,,0
TAT-1850,TAT-1850,code128,B PLUS,TAT,PCS,PCS,PCS,1850,1850,1,,Inclusive,438c13400fe9a450d9049038b223f362.png,,,,,,,,,0
TAT-18550,TAT-18550,code128,B PLUS,TAT,PCS,PCS,PCS,18550,18550,1,,Inclusive,e3e094abbfba551641f021dd9cd5259b.png,,,,,,,,,0
TAT-18650,TAT-18650,code128,B PLUS,TAT,PCS,PCS,PCS,18650,18650,1,,Inclusive,9bac7c453c3745115957e500cab46263.png,,,,,,,,,0
TAT-18750,TAT-18750,code128,B PLUS,TAT,PCS,PCS,PCS,18750,18750,1,,Inclusive,e758e4a5b95aca588b86b411bcbe20b5.png,,,,,,,,,0
TAT-18850,TAT-18850,code128,B PLUS,TAT,PCS,PCS,PCS,18850,18850,1,,Inclusive,978ab9a39c9cce684bdc5a5003fb00ab.png,,,,,,,,,0
TAT-18950,TAT-18950,code128,B PLUS,TAT,PCS,PCS,PCS,18950,18950,1,,Inclusive,3006e2e4f693a2217861b959190b0974.png,,,,,,,,,0
TAT-19050,TAT-19050,code128,B PLUS,TAT,PCS,PCS,PCS,19050,19050,1,,Inclusive,7aa82770b39ac4c0b2f19791143df540.png,,,,,,,,,0
TAT-19150,TAT-19150,code128,B PLUS,TAT,PCS,PCS,PCS,19150,19150,1,,Inclusive,d5c1b04eb4784ae47d166c89752988d1.png,,,,,,,,,0
TAT-19250,TAT-19250,code128,B PLUS,TAT,PCS,PCS,PCS,19250,19250,1,,Inclusive,0c9980d58c0a21180e22c6f58262f222.png,,,,,,,,,0
TAT-19350,TAT-19350,code128,B PLUS,TAT,PCS,PCS,PCS,19350,19350,1,,Inclusive,388083f24cb05594ea267a9724adc6e3.png,,,,,,,,,0
TAT-19450,TAT-19450,code128,B PLUS,TAT,PCS,PCS,PCS,19450,19450,1,,Inclusive,9c6b9de84cacbcf59ea86f61cf372fde.png,,,,,,,,,0
TAT-1950,TAT-1950,code128,B PLUS,TAT,PCS,PCS,PCS,1950,1950,1,,Inclusive,8f72b17b9de1df72c35482a684967ff0.png,,,,,,,,,0
TAT-19550,TAT-19550,code128,B PLUS,TAT,PCS,PCS,PCS,19550,19550,1,,Inclusive,39d74154b1cd61f655484569038e01bd.png,,,,,,,,,0
